,Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti,Qiyməti,Yerlərin sayı,Sahiblər,Hansı bazar üçün yığılıb
7998,Sumqayıt,Volkswagen,Passat,2015,Sedan,Qara,1.8 L/180 a.g./Benzin,168 981 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",19 900 AZN,4.0,2.0,Amerika
7999,Salyan,LADA (VAZ),2106,1986,Sedan,Qırmızı,1.3 L/65 a.g./Benzin,66 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",2 500 AZN,5.0,1.0,Rusiya
8000,Bakı,FAW,Tiger VR ,2022,Yük maşını,Ağ,2.3 L/118 a.g./Dizel,0 km,Mexaniki,Arxa,Bəli,"Vuruğu yoxdur, rənglənməyib",33 500 AZN,5.0,1.0,Avropa
8001,Bakı,Mercedes,190,1991,Sedan,Göy,2.0 L/122 a.g./Benzin,333 333 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənib",5 700 AZN,4.0,2.0,Digər
8002,Bakı,Land Rover,RR Evoque,2004,Offroader / SUV,Ağ,4.4 L/286 a.g./Benzin,178 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",23 000 AZN,5.0,1.0,Avropa
8003,Sumqayıt,Ford,Fusion,2014,Sedan,Gümüşü,1.5 L/181 a.g./Benzin,223 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",18 800 AZN,5.0,1.0,Avropa
8004,İsmayıllı,Kia,Ceed,2008,Universal,Qara,1.6 L/115 a.g./Dizel,207 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 800 AZN,5.0,2.0,Digər
8005,Bakı,Ford,Fusion,2015,Sedan,Ağ,1.5 L/181 a.g./Benzin,82 500 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",21 500 AZN,5.0,1.0,Avropa
8006,Bakı,Mercedes,C 230,2005,Sedan,Ağ,2.5 L/204 a.g./Benzin,206 872 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 700 AZN,5.0,2.0,Amerika
8007,Bakı,BMW,X5,2017,Offroader / SUV,Yaş Asfalt,3.0 L/306 a.g./Benzin,80 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",47 500 USD,5.0,1.0,Amerika
8008,Bakı,Kia,Carens,2007,Minivan,Qara,2.0 L/145 a.g./Dizel,206 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 200 AZN,7.0,1.0,Avropa
8009,Bakı,Mercedes,C 180,1996,Sedan,Göy,1.8 L/122 a.g./Benzin,253 500 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",6 400 AZN,5.0,2.0,Amerika
8010,Bakı,Mercedes,Vito,2008,Minivan,Gümüşü,3.0 L/204 a.g./Dizel,298 400 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",31 800 AZN,5.0,2.0,Avropa
8011,Bakı,LADA (VAZ),2107,2011,Sedan,Qara,1.6 L/75 a.g./Benzin,245 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",6 700 AZN,4.0,1.0,Rusiya
8012,Xırdalan,Kia,Sorento,2015,Offroader / SUV,Yaş Asfalt,2.2 L/200 a.g./Dizel,133 250 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",43 800 AZN,7.0,1.0,Koreya
8013,Bakı,BMW,528,2013,Sedan,Qara,2.0 L/245 a.g./Benzin,180 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",32 000 AZN,5.0,2.0,Amerika
8014,Bakı,Hyundai,Santa Fe,2022,Offroader / SUV,Ağ,2.5 L/194 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",47 000 USD,5.0,1.0,Avropa
8015,Sumqayıt,Renault,Grand Scenic,2007,Minivan,Boz,1.5 L/106 a.g./Dizel,218 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",7 000 AZN,5.0,1.0,Avropa
8016,Bakı,Toyota,Prado,2022,Offroader / SUV,Ağ,2.7 L/167 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",54 600 USD,5.0,1.0,Yaponiya
8017,Bakı,GAZ,M-21,1969,Sedan,Bej,2.4 L/100 a.g./Benzin,920 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənib",6 500 AZN,5.0,2.0,Rusiya
8018,Bakı,Mercedes,E 220,2008,Sedan,Gümüşü,2.2 L/170 a.g./Dizel,403 500 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",22 000 AZN,5.0,1.0,Avropa
8019,Sumqayıt,Kia,Optima,2013,Sedan,Qara,2.0 L/274 a.g./Benzin,210 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",23 500 AZN,5.0,1.0,Avropa
8020,Bakı,Chevrolet,Lacetti,2022,Sedan,Yaş Asfalt,1.6 L/109 a.g./Benzin,10 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",26 000 AZN,5.0,1.0,Yaponiya
8021,Bakı,Opel,Astra,2007,Universal,Göy,1.3 L/90 a.g./Dizel,246 300 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 400 AZN,5.0,2.0,Avropa
8022,Bakı,LADA (VAZ),Priora,2018,Sedan,Ağ,1.6 L/106 a.g./Benzin,129 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",16 500 AZN,5.0,2.0,Rusiya
8023,Bakı,Renault,Scenic,2007,Minivan,Gümüşü,1.5 L/106 a.g./Dizel,325 800 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",9 200 AZN,5.0,1.0,Avropa
8024,Sumqayıt,Opel,Astra,2006,Universal,Qırmızı,1.3 L/90 a.g./Dizel,437 418 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 700 AZN,5.0,1.0,Avropa
8025,Bakı,Nissan,Teana,2006,Sedan,Qara,3.5 L/231 a.g./Benzin,252 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 500 AZN,5.0,1.0,Avropa
8026,Bakı,LADA (VAZ),2106,1990,Sedan,Mavi,1.6 L/75 a.g./Benzin,185 600 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənib",1 900 AZN,5.0,1.0,Avropa
8027,Bakı,Kia,Rio,2006,Hetçbek,Qırmızı,1.4 L/97 a.g./Benzin,170 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 000 AZN,5.0,1.0,Avropa
8028,Bakı,Hyundai,Tucson,2022,Offroader / SUV,Qara,2.0 L/162 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",54 900 AZN,5.0,1.0,Rəsmi diler
8029,Bakı,Toyota,Prius,2010,Liftbek,Göy,1.8 L/99 a.g./Hibrid,130 000 km,Variator,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",18 600 AZN,5.0,1.0,Amerika
8030,Bakı,Toyota,Corolla,2006,Hetçbek,Ağ,1.4 L/97 a.g./Benzin,250 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 500 AZN,5.0,2.0,Avropa
8031,Sumqayıt,Mercedes,C 220,1994,Sedan,Qara,2.2 L/150 a.g./Benzin,216 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",5 400 AZN,5.0,1.0,Avropa
8032,Bakı,Kia,Ceed,2008,Hetçbek,Mavi,1.4 L/109 a.g./Benzin,210 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 100 AZN,5.0,1.0,Avropa
8033,Bakı,Tofas,Sahin,2005,Sedan,Qara,1.6 L/86 a.g./Benzin,198 500 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",3 500 AZN,5.0,1.0,Avropa
8034,Şəki,LADA (VAZ),Niva,2013,Offroader / SUV,Yaşıl,1.7 L/80 a.g./Benzin,60 758 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 300 AZN,5.0,1.0,Rusiya
8035,Bərdə,Kia,Ceed,2008,Universal,Yaş Asfalt,1.6 L/115 a.g./Dizel,322 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 800 AZN,5.0,2.0,Yaponiya
8036,Bakı,LADA (VAZ),21099,2000,Sedan,Göy,1.5 L/78 a.g./Benzin,500 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",4 200 AZN,5.0,2.0,Rusiya
8037,Bakı,Ford,Focus,2013,Sedan,Qara,1.6 L/125 a.g./Benzin,216 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",11 900 AZN,5.0,2.0,Avropa
8038,Bakı,Opel,Astra,2006,Hetçbek,Gümüşü,1.3 L/90 a.g./Dizel,279 569 km,Mexaniki,Ön,Xeyr,"Vuruğu var, rənglənib",9 800 AZN,5.0,3.0,Avropa
8039,Bakı,Kia,Sportage,2011,Offroader / SUV,Ağ,2.4 L/176 a.g./Benzin,271 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",25 850 AZN,5.0,0.0,Avropa
8040,Sumqayıt,Ford,Mondeo,2014,Sedan,Ağ,2.3 L/165 a.g./Benzin,179 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",17 500 AZN,5.0,1.0,Avropa
8041,Bakı,Lexus,GS 350,2012,Sedan,Qara,3.5 L/306 a.g./Benzin,160 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",24 500 USD,5.0,0.0,Rəsmi diler
8042,Bakı,Nissan,Sunny,2003,Sedan,Ağ,1.3 L/90 a.g./Benzin,325 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",9 000 AZN,5.0,2.0,Avropa
8043,Bakı,LADA (VAZ),2107,2007,Sedan,Ağ,1.6 L/75 a.g./Benzin,35 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",5 600 AZN,5.0,2.0,Rusiya
8044,Sumqayıt,Chevrolet,Aveo,2006,Hetçbek,Mavi,1.2 L/72 a.g./Benzin,230 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",5 300 AZN,4.0,1.0,Avropa
8045,Sumqayıt,Mercedes,S 320,2000,Sedan,Qara,3.2 L/224 a.g./Benzin,230 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",7 400 AZN,5.0,1.0,Avropa
8046,Sumqayıt,Mercedes,ML 320,1999,Offroader / SUV,Gümüşü,3.2 L/218 a.g./Benzin,219 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",6 900 AZN,5.0,1.0,Avropa
8047,Bakı,Kia,Cerato,2013,Sedan,Ağ,2.0 L/156 a.g./Benzin,222 045 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",21 300 AZN,5.0,1.0,Rəsmi diler
8048,Sumqayıt,Mitsubishi,Grandis,2003,Minivan,Gümüşü,2.4 L/165 a.g./Benzin,196 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",9 500 AZN,5.0,1.0,Avropa
8049,Yevlax,LADA (VAZ),2107,2003,Sedan,Ağ,1.6 L/75 a.g./Benzin,99 999 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",5 000 AZN,5.0,2.0,Avropa
8050,Bakı,Hyundai,i30,2009,Universal,Qırmızı,1.4 L/109 a.g./Benzin,183 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 700 AZN,5.0,1.0,Avropa
8051,Bakı,Chevrolet,Aveo,2019,Sedan,Qara,1.4 L/100 a.g./Benzin,44 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",22 000 AZN,4.0,1.0,Rəsmi diler
8052,Bakı,LADA (VAZ),2106,1989,Sedan,Ağ,1.3 L/64 a.g./Benzin,335 252 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",3 900 AZN,5.0,1.0,Avropa
8053,Bakı,Kia,Optima,2011,Sedan,Qırmızı,2.0 L/165 a.g./Benzin,70 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",17 000 AZN,4.0,1.0,Avropa
8054,Sumqayıt,Opel,Vectra,1997,Sedan,Gümüşü,1.8 L/116 a.g./Benzin,196 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",4 300 AZN,5.0,1.0,Avropa
8055,Şəmkir,MAZ,5549,1991,Yük maşını,Boz,11 L/242 a.g./Dizel,123 214 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 000 AZN,5.0,2.0,Rusiya
8056,Bakı,Toyota,Camry,2022,Sedan,Ağ,2.5 L/181 a.g./Hibrid,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",40 000 USD,5.0,1.0,Avropa
8057,Bakı,Kia,Sorento,2017,Offroader / SUV,Qara,2.0 L/181 a.g./Benzin,54 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",39 500 AZN,5.0,1.0,Amerika
8058,Zərdab,LADA (VAZ),2106,1994,Sedan,Mavi,1.6 L/75 a.g./Benzin,86 900 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",5 500 AZN,5.0,1.0,Avropa
8059,Bakı,Land Rover,Range Rover,2017,Offroader / SUV,Ağ,3.0 L/340 a.g./Benzin,129 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",63 900 USD,5.0,1.0,Avropa
8060,Bakı,Toyota,Fortuner,2013,Offroader / SUV,Ağ,2.7 L/163 a.g./Benzin,118 900 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",35 000 AZN,7.0,1.0,Avropa
8061,Sumqayıt,Renault,Megane,2006,Universal,Göy,1.5 L/86 a.g./Dizel,254 804 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",7 600 AZN,5.0,1.0,Avropa
8062,Bakı,BMW,320,1998,Sedan,Gümüşü,2.0 L/150 a.g./Benzin,422 043 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 200 AZN,5.0,0.0,Yaponiya
8063,Bakı,BMW,530,2018,Sedan,Qara,2.0 L/249 a.g./Benzin,45 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",40 000 USD,5.0,1.0,Amerika
8064,Sumqayıt,ZAZ,Lanos,2011,Sedan,Tünd qırmızı,1.5 L/86 a.g./Benzin,217 854 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",6 900 AZN,5.0,2.0,Avropa
8065,Bakı,Hyundai,Grandeur,2016,Sedan,Qara,2.2 L/202 a.g./Dizel,92 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",32 500 AZN,5.0,1.0,Avropa
8066,Bakı,Hyundai,Sonata,2019,Sedan,Ağ,1.6 L/180 a.g./Benzin,57 300 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",27 300 USD,4.0,1.0,Avropa
8067,Şirvan,Mercedes,C 180,1997,Sedan,Gümüşü,1.8 L/122 a.g./Benzin,256 000 km,Avtomat,Arxa,Xeyr,"Vuruğu var, rənglənib",9 500 AZN,5.0,1.0,Rəsmi diler
8068,Bakı,LADA (VAZ),2101,1979,Sedan,Tünd qırmızı,1.3 L/65 a.g./Benzin,150 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",3 800 AZN,5.0,1.0,Avropa
8069,Sumqayıt,Opel,Vectra,1992,Hetçbek,Gümüşü,2.0 L/136 a.g./Benzin,186 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",3 300 AZN,5.0,1.0,Digər
8070,Sumqayıt,Hyundai,Sonata,2015,Sedan,Boz,2.0 L/245 a.g./Benzin,155 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",28 700 AZN,5.0,2.0,Avropa
8071,Gəncə,LADA (VAZ),Niva,2010,Offroader / SUV,Göy,1.7 L/80 a.g./Benzin,153 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",8 200 AZN,5.0,0.0,Avropa
8072,Bakı,Renault,Megane,2012,Universal,Qara,1.6 L/110 a.g./Benzin,250 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 000 AZN,5.0,1.0,Avropa
8073,Bakı,Opel,Vectra,1999,Sedan,Göy,1.6 L/101 a.g./Benzin,474 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",5 400 AZN,5.0,1.0,Avropa
8074,Bakı,Mercedes,Vito 116,2011,Mikroavtobus,Qara,2.2 L/163 a.g./Dizel,317 500 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",34 500 AZN,7.0,1.0,Avropa
8075,Lənkəran,Mercedes,Sprinter 316,2009,Mikroavtobus,Ağ,2.7 L/150 a.g./Dizel,855 623 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",37 500 AZN,5.0,2.0,Digər
8076,Sumqayıt,Opel,Vectra,1996,Sedan,Qızılı,2.0 L/136 a.g./Benzin,342 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",5 400 AZN,5.0,1.0,Avropa
8077,Zaqatala,Opel,Vectra,2000,Sedan,Mavi,2.0 L/136 a.g./Benzin,60 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",7 000 AZN,5.0,2.0,Avropa
8078,Zaqatala,LADA (VAZ),Niva,2005,Offroader / SUV,Ağ,1.7 L/80 a.g./Benzin,115 755 km,Mexaniki,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",6 700 AZN,5.0,2.0,Rusiya
8079,Masallı,LADA (VAZ),2107,2010,Sedan,Tünd qırmızı,1.6 L/75 a.g./Benzin,87 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",8 800 AZN,5.0,2.0,Rusiya
8080,Bakı,Chevrolet,Lacetti,2006,Sedan,Qara,1.8 L/122 a.g./Benzin,139 775 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 000 AZN,5.0,2.0,Koreya
8081,Gəncə,Opel,Astra,2007,Hetçbek,Gümüşü,1.4 L/90 a.g./Benzin,286 000 km,Mexaniki,Ön,Xeyr,"Vuruğu var, rənglənməyib",7 000 AZN,4.0,1.0,Rəsmi diler
8082,Bakı,Ford,Transit,2011,Furqon,Ağ,2.4 L/140 a.g./Dizel,292 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",22 500 AZN,5.0,1.0,Amerika
8083,Bakı,Kawasaki,Ninja ZX-10R,2012,Motosiklet,Yaşıl,1.0 L/200 a.g./Benzin,7 500 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",15 000 USD,5.0,0.0,Yaponiya
8084,Gəncə,Hyundai,Elantra,2012,Sedan,Ağ,1.6 L/132 a.g./Benzin,184 330 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",18 900 AZN,4.0,1.0,Dubay
8085,Bakı,Mercedes,Sprinter 516,2009,Yük maşını,Ağ,2.2 L/176 a.g./Dizel,350 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",25 000 AZN,3.0,2.0,Avropa
8086,Bakı,Honda,Insight,2010,Hetçbek,Yaş Asfalt,1.3 L/88 a.g./Hibrid,245 000 km,Variator,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 850 AZN,5.0,2.0,Amerika
8087,Bakı,Ford,Fusion,2016,Sedan,Qara,1.5 L/181 a.g./Benzin,99 670 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",20 500 AZN,5.0,1.0,Amerika
8088,Sumqayıt,Mercedes,190,1993,Sedan,Tünd qırmızı,1.8 L/109 a.g./Benzin,371 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",6 500 AZN,4.0,0.0,Avropa
8089,Bakı,LADA (VAZ),Niva,2010,Offroader / SUV,Ağ,1.7 L/80 a.g./Benzin,101 000 km,Mexaniki,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",7 800 AZN,5.0,1.0,Rusiya
8090,Sumqayıt,BMW,323,1999,Sedan,Gümüşü,2.5 L/170 a.g./Benzin,423 000 km,Avtomat,Arxa,Xeyr,"Vuruğu var, rənglənib",9 000 AZN,5.0,1.0,Avropa
8091,Xaçmaz,Opel,Astra,2006,Universal,Qara,1.3 L/90 a.g./Dizel,230 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 800 AZN,6.0,1.0,Avropa
8092,Bakı,Mitsubishi,Pajero,2007,Offroader / SUV,Qara,3.0 L/190 a.g./Benzin,269 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",24 500 AZN,7.0,2.0,Avropa
8093,Bakı,Honda,Civic,2008,Sedan,Gümüşü,1.3 L/95 a.g./Hibrid,280 000 km,Variator,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",13 700 AZN,4.0,2.0,Amerika
8094,Bakı,Toyota,Prius,2005,Liftbek,Qara,1.5 L/75 a.g./Hibrid,465 100 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 200 AZN,5.0,1.0,Amerika
8095,Bakı,Ravon,R4,2019,Sedan,Ağ,1.5 L/106 a.g./Benzin,60 300 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",18 500 AZN,5.0,1.0,Rəsmi diler
8096,Bakı,Jeep,Gladiator,2021,Pikap,Qara,3.6 L/286 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",112 000 USD,5.0,1.0,Avropa
8097,Sumqayıt,Mercedes,C 180,1997,Sedan,Ağ,1.8 L/122 a.g./Benzin,480 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 500 AZN,5.0,1.0,Avropa
8098,Bakı,Mercedes,C 220,1998,Sedan,Göy,2.2 L/143 a.g./Dizel,320 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 500 AZN,5.0,1.0,Avropa
8099,Bakı,Porsche,Panamera Turbo,2014,Hetçbek,Qara,4.8 L/570 a.g./Benzin,140 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",54 900 USD,5.0,0.0,Avropa
8100,Bakı,Lexus,LX 570,2012,Offroader / SUV,Qara,5.7 L/383 a.g./Benzin,70 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",54 000 USD,7.0,1.0,Avropa
8101,Bakı,Kia,Rio,2005,Hetçbek,Qırmızı,1.4 L/97 a.g./Benzin,137 678 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 900 AZN,5.0,0.0,Avropa
8102,Bakı,BMW,428,2015,Liftbek,Ağ,2.0 L/245 a.g./Benzin,99 990 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",22 400 USD,5.0,0.0,Avropa
8103,Bakı,Dodge,Caliber,2006,Hetçbek,Gümüşü,2.0 L/174 a.g./Benzin,170 500 km,Variator,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 500 AZN,5.0,2.0,Amerika
8104,Sumqayıt,Chevrolet,Cruze,2011,Sedan,Narıncı,1.4 L/140 a.g./Benzin,180 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 300 AZN,5.0,1.0,Avropa
8105,Bakı,Mercedes,E 240,1999,Sedan,Gümüşü,2.4 L/170 a.g./Benzin,260 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 900 AZN,5.0,2.0,Avropa
8106,Bakı,Mercedes,E 220,1995,Sedan,Yaş Asfalt,2.2 L/150 a.g./Benzin,222 222 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",7 400 AZN,5.0,1.0,Amerika
8107,Bakı,GAZ,24-10,1988,Sedan,Ağ,2.4 L/131 a.g./Benzin,258 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",2 000 AZN,4.0,3.0,Rusiya
8108,Bakı,Kia,Pride,2010,Sedan,Boz,1.5 L/112 a.g./Dizel,150 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",16 000 AZN,5.0,1.0,Koreya
8109,Bakı,Mercedes,Atego 816,2007,Yük maşını,Ağ,4.3 L/170 a.g./Dizel,405 237 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",32 500 AZN,5.0,1.0,Avropa
8110,Bakı,Toyota,Avalon,2015,Sedan,Ağ,3.5 L/268 a.g./Benzin,132 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",26 000 USD,5.0,1.0,Rəsmi diler
8111,Bakı,Toyota,Prado,2007,Offroader / SUV,Qara,4.0 L/249 a.g./Benzin,279 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",34 000 AZN,7.0,2.0,Avropa
8112,Bakı,Chevrolet,Cruze,2018,Hetçbek,Ağ,1.4 L/153 a.g./Benzin,35 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",22 500 AZN,5.0,1.0,Amerika
8113,Sumqayıt,Infiniti,FX35,2007,Offroader / SUV,Ağ,3.5 L/280 a.g./Benzin,290 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",15 600 AZN,5.0,2.0,Avropa
8114,Bakı,Hyundai,i40,2012,Sedan,Yaş Asfalt,1.7 L/136 a.g./Dizel,99 900 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",24 350 AZN,5.0,2.0,Koreya
8115,Bakı,Jeep,Grand Cherokee,2012,Offroader / SUV,Yaş Asfalt,3.6 L/286 a.g./Benzin,179 500 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",20 900 USD,5.0,2.0,Rəsmi diler
8116,Bakı,Volkswagen,Passat,2003,Sedan,Gümüşü,1.8 L/150 a.g./Benzin,380 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",5 900 AZN,5.0,1.0,Avropa
8117,Bakı,Hyundai,Accent,2007,Sedan,Mavi,1.5 L/110 a.g./Dizel,200 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 300 AZN,5.0,1.0,Avropa
